longitude,latitude,Country name
128.098711,35.801672,Republic of Korea
126.9936111,37.57472222,Republic of Korea
126.9911111,37.57888889,Republic of Korea
127.00833,37.27222,Republic of Korea
129.22667,35.78889,Republic of Korea
126.92917,34.96667,Republic of Korea
126.7202778,33.46888889,Republic of Korea
128.4527778,37.19722222,Republic of Korea
128.5166667,36.53916667,Republic of Korea
127.1811111,37.47888889,Republic of Korea
127.1272222,36.46194444,Republic of Korea
127.8333333,36.54194444,Republic of Korea
128.8434278,36.72729722,Republic of Korea
126.1044444,34.82882222,Republic of Korea
29.5,45.08333,Romania
24.77305556,46.13583333,Romania
24.01666667,45.18333333,Romania
25.71277778,47.77833333,Romania
24.79222222,46.21777778,Romania
24.05583333,47.82083333,Romania
23.31194444,45.62305556,Romania
23.13055556,46.30611111,Romania
30.31833,59.95,Russian Federation
35.2275,62.07138889,Russian Federation
37.62972,55.74583,Russian Federation
31.28333,58.53333,Russian Federation
35.66666667,65.08333333,Russian Federation
40.41666667,56.15,Russian Federation
38.1312,56.31035,Russian Federation
37.67389,55.65556,Russian Federation
58.9525,63.62583333,Russian Federation
107.6625,53.17361111,Russian Federation
158.5,56.33333333,Russian Federation
86,50.46666667,Russian Federation
40,44,Russian Federation
49.095,55.79111111,Russian Federation
38.56666667,59.95,Russian Federation
136.6611111,46.68333333,Russian Federation
48.28277778,42.05583333,Russian Federation
-179.7152778,71.18888889,Russian Federation
37.55508333,55.72611111,Russian Federation
39.87611,57.65278,Russian Federation
94.15805556,69.04694444,Russian Federation
127,60.66666667,Russian Federation
49.05638889,54.97888889,Russian Federation
48.65277778,55.77027778,Russian Federation
28.32855556,57.80719444,Russian Federation
36.01263889,61.7299,Russian Federation
-62.83722,17.34694,Saint Kitts and Nevis
-61.07036111,13.80708333,Saint Lucia
12.45194444,43.93277778,San Marino
37.955,26.78361111,Saudi Arabia
46.57246667,24.73413333,Saudi Arabia
39.1875,21.48388889,Saudi Arabia
40.91305556,28.01055556,Saudi Arabia
